Demanda_Aberta_M3,Media_Linha_M3,Maior_Linha_M3,Lote_Minimo_Min,Lote_Minimo_Max,Produtos_Sem_LoteMinimo,Produtos_Ativos,Centros_Ativos,Linhas_Producao_Ativas
158920.06,10.69,193.2,1,5600,5007,5445,4,15
