Linhas_Aberto,Sem_LinhaProduto,Sem_Incoterms,Sem_Segmento,Sem_Cliente,Sem_Produto,Sem_DataDocumento,Saldo_Maior_Que_Carteira,Sem_DataSolicitacaoRemessa
14861,0,0,6,0,0,0,0,0
